epsilon_L,epsilon_R,lambda,TUR,I,I_var,J_QH,P,eff,sigma,omega,u_intra,u_inter,V_B,gammaL,gammaR,T_L,T_R
-11.111111,-10.111111,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,12.111111,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,34.333333,0.818182,3.30492,0.000428,0.000478,0.025167,0.021386,0.849776,0.001264,0.105,500,300,50,0.1,0.105,10,1
55.555556,56.555556,0.818182,22.930224,5e-05,5e-05,0.004015,0.002477,0.616916,0.001136,0.105,500,300,50,0.1,0.105,10,1
77.777778,78.777778,0.818182,42.940843,5e-06,5e-06,0.000555,0.000269,0.484165,0.000231,0.105,500,300,50,0.1,0.105,10,1
100.0,101.0,0.818182,62.943118,1e-06,1e-06,7.3e-05,2.9e-05,0.398429,3.7e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-99.0,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-76.777778,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-54.555556,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-32.333333,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-10.111111,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,12.111111,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,34.333333,0.909091,3.298091,0.000483,0.00054,0.028409,0.024145,0.84991,0.001423,0.105,500,300,50,0.1,0.105,10,1
55.555556,56.555556,0.909091,22.921448,5.6e-05,5.6e-05,0.004534,0.002797,0.616986,0.001283,0.105,500,300,50,0.1,0.105,10,1
77.777778,78.777778,0.909091,42.932385,6e-06,6e-06,0.000626,0.000303,0.484208,0.00026,0.105,500,300,50,0.1,0.105,10,1
100.0,101.0,0.909091,62.934729,1e-06,1e-06,8.3e-05,3.3e-05,0.398459,4.1e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-99.0,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-76.777778,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-54.555556,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-32.333333,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-10.111111,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,12.111111,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,34.333333,1.0,3.292144,0.000534,0.000598,0.0314,0.026691,0.850032,0.001569,0.105,500,300,50,0.1,0.105,10,1
55.555556,56.555556,1.0,22.913687,6.2e-05,6.2e-05,0.005014,0.003094,0.617051,0.001419,0.105,500,300,50,0.1,0.105,10,1
77.777778,78.777778,1.0,42.924709,7e-06,7e-06,0.000693,0.000335,0.484248,0.000288,0.105,500,300,50,0.1,0.105,10,1
100.0,101.0,1.0,62.927072,1e-06,1e-06,9.1e-05,3.6e-05,0.398486,4.6e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-99.0,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.0,8.416401,1.4e-05,1.4e-05,0.000779,0.00058,0.743576,0.000122,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.0,28.414617,2e-06,2e-06,0.000121,6.3e-05,0.526196,4.5e-05,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.0,48.415444,0.0,0.0,1.7e-05,7e-06,0.407168,8e-06,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.0,68.415595,0.0,0.0,2e-06,1e-06,0.332055,1e-06,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.090909,8.900713,2.5e-05,2.5e-05,0.00134,0.000986,0.736161,0.00022,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.090909,28.900878,3e-06,3e-06,0.000207,0.000108,0.522479,7.8e-05,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.090909,48.902064,0.0,0.0,2.9e-05,1.2e-05,0.404939,1.4e-05,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.090909,68.90229,0.0,0.0,4e-06,1e-06,0.330571,2e-06,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.181818,8.732107,6.4e-05,6.4e-05,0.003472,0.002564,0.738626,0.00056,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.181818,28.73595,7e-06,7e-06,0.000537,0.000281,0.523715,0.000202,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.181818,48.738991,1e-06,1e-06,7.5e-05,3.1e-05,0.405681,3.7e-05,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.181818,68.739569,0.0,0.0,1e-05,3e-06,0.331066,6e-06,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.272727,8.599477,0.00013,0.000129,0.007006,0.005188,0.740502,0.001118,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.272727,28.609075,1.4e-05,1.4e-05,0.001084,0.000569,0.524657,0.000407,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.272727,48.615026,2e-06,2e-06,0.000152,6.2e-05,0.406246,7.5e-05,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.272727,68.61616,0.0,0.0,2e-05,7e-06,0.331442,1.1e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.363636,8.517959,0.000216,0.000215,0.011653,0.008641,0.741572,0.001846,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.363636,28.534571,2.4e-05,2.4e-05,0.001803,0.000947,0.525194,0.000676,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.363636,48.544028,3e-06,3e-06,0.000253,0.000103,0.406568,0.000125,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.363636,68.545836,0.0,0.0,3.4e-05,1.1e-05,0.331656,1.9e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.454545,8.464547,0.000316,0.000315,0.017057,0.01266,0.74221,0.002691,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.454545,28.488385,3.5e-05,3.5e-05,0.002639,0.001387,0.525514,0.000988,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.454545,48.501435,4e-06,4e-06,0.00037,0.00015,0.40676,0.000182,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.454545,68.503935,0.0,0.0,4.9e-05,1.6e-05,0.331784,2.8e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.545455,8.427892,0.000425,0.000422,0.022869,0.016982,0.742608,0.003599,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.545455,28.458281,4.7e-05,4.6e-05,0.003539,0.00186,0.525715,0.001324,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.545455,48.474586,5e-06,5e-06,0.000496,0.000202,0.40688,0.000245,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.545455,68.477712,1e-06,1e-06,6.6e-05,2.2e-05,0.331864,3.7e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.636364,8.402274,0.000535,0.000531,0.028789,0.021387,0.742867,0.004524,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.636364,28.437994,5.9e-05,5.9e-05,0.004454,0.002342,0.525845,0.001667,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.636364,48.456951,6e-06,6e-06,0.000624,0.000254,0.406958,0.000308,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.636364,68.460589,1e-06,1e-06,8.3e-05,2.8e-05,0.331916,4.7e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.727273,8.384303,0.000643,0.000638,0.034595,0.025706,0.743044,0.00543,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.727273,28.423918,7e-05,7e-05,0.005352,0.002815,0.525935,0.002002,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.727273,48.444826,8e-06,8e-06,0.00075,0.000305,0.407012,0.00037,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.727273,68.44884,1e-06,1e-06,0.0001,3.3e-05,0.331952,5.7e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.818182,8.371638,0.000746,0.00074,0.040136,0.029828,0.743174,0.006294,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.818182,28.413748,8.2e-05,8.2e-05,0.006209,0.003266,0.526001,0.002322,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.818182,48.435923,9e-06,9e-06,0.00087,0.000354,0.407051,0.000429,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.818182,68.440182,1e-06,1e-06,0.000116,3.8e-05,0.331978,6.6e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,0.909091,8.362531,0.000842,0.000835,0.045322,0.033687,0.743281,0.007103,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,0.909091,28.405903,9.2e-05,9.2e-05,0.007012,0.003688,0.526055,0.002622,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,0.909091,48.428749,1e-05,1e-05,0.000983,0.0004,0.407084,0.000485,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,0.909091,68.433138,1e-06,1e-06,0.000131,4.3e-05,0.331999,7.4e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-99.0,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-76.777778,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-54.555556,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-32.333333,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-10.111111,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,12.111111,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,34.333333,1.0,8.35564,0.000931,0.000923,0.050111,0.037252,0.743377,0.007849,0.09,500,300,40,0.1,0.105,10,1
55.555556,56.555556,1.0,28.399265,0.000102,0.000102,0.007753,0.004079,0.526104,0.002899,0.09,500,300,40,0.1,0.105,10,1
77.777778,78.777778,1.0,48.422293,1.1e-05,1.1e-05,0.001087,0.000442,0.407113,0.000536,0.09,500,300,40,0.1,0.105,10,1
100.0,101.0,1.0,68.426718,1e-06,1e-06,0.000144,4.8e-05,0.332019,8.2e-05,0.09,500,300,40,0.1,0.105,10,1
-2000.0,-1999.0,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.0,36.414348,0.0,0.0,0.0,0.0,0.61848,0.0,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-221.222222,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,223.222222,0.0,156.415621,0.0,0.0,0.0,0.0,0.304548,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,0.0,556.415622,0.0,0.0,0.0,0.0,0.113134,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,0.0,956.415622,0.0,0.0,0.0,0.0,0.06947,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,0.0,1356.415622,0.0,0.0,0.0,0.0,0.050125,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,0.0,1756.415622,0.0,0.0,0.0,0.0,0.039207,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.090909,36.293857,0.0,0.0,1e-06,1e-06,0.617264,0.0,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-221.222222,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,223.222222,0.090909,156.902331,0.0,0.0,0.0,0.0,0.303923,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,0.090909,556.902331,0.0,0.0,0.0,0.0,0.113047,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,0.090909,956.902331,0.0,0.0,0.0,0.0,0.069438,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,0.090909,1356.902331,0.0,0.0,0.0,0.0,0.050108,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,0.090909,1756.902331,0.0,0.0,0.0,0.0,0.039196,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.181818,36.202881,0.0,0.0,2e-06,1e-06,0.617673,1e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-221.222222,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,223.222222,0.181818,156.739673,0.0,0.0,0.0,0.0,0.304132,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,0.181818,556.739673,0.0,0.0,0.0,0.0,0.113076,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,0.181818,956.739673,0.0,0.0,0.0,0.0,0.069448,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,0.181818,1356.739673,0.0,0.0,0.0,0.0,0.050113,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,0.181818,1756.739673,0.0,0.0,0.0,0.0,0.0392,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.272727,36.276431,0.0,0.0,5e-06,3e-06,0.617973,1e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-221.222222,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,223.222222,0.272727,156.616365,0.0,0.0,0.0,0.0,0.30429,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,0.272727,556.616365,0.0,0.0,0.0,0.0,0.113098,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,0.272727,956.616365,0.0,0.0,0.0,0.0,0.069457,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,0.272727,1356.616365,0.0,0.0,0.0,0.0,0.050118,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,0.272727,1756.616365,0.0,0.0,0.0,0.0,0.039203,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.363636,36.356818,0.0,0.0,7e-06,5e-06,0.618142,2e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-221.222222,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,223.222222,0.363636,156.546162,0.0,0.0,0.0,0.0,0.30438,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,0.363636,556.546162,0.0,0.0,0.0,0.0,0.11311,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,0.363636,956.546162,0.0,0.0,0.0,0.0,0.069461,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,0.363636,1356.546162,0.0,0.0,0.0,0.0,0.05012,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,0.363636,1756.546162,0.0,0.0,0.0,0.0,0.039204,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.454545,36.406862,0.0,0.0,1.1e-05,7e-06,0.618239,3e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-221.222222,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,223.222222,0.454545,156.504387,0.0,0.0,0.0,0.0,0.304434,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,0.454545,556.504387,0.0,0.0,0.0,0.0,0.113118,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,0.454545,956.504387,0.0,0.0,0.0,0.0,0.069464,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,0.454545,1356.504387,0.0,0.0,0.0,0.0,0.050122,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,0.454545,1756.504387,0.0,0.0,0.0,0.0,0.039205,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1554.555556,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1110.111111,0.545455,36.429199,0.0,0.0,1.5e-05,9e-06,0.618299,4e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-665.666667,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
