epsilon_L,epsilon_R,lambda,TUR,I,I_var,J_QH,P,eff,sigma,omega,u_intra,u_inter,V_B,gammaL,gammaR,T_L,T_R
100.0,100.0,0.181818,68.031761,0.0,0.0,5.5e-05,1.8e-05,0.333233,3.1e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.272727,7.967671,0.000362,0.000359,0.019336,0.014489,0.749332,0.002913,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.272727,28.012007,4e-05,4e-05,0.002997,0.001586,0.529079,0.001112,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.272727,48.037103,4e-06,4e-06,0.000421,0.000172,0.408892,0.000207,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.272727,68.041955,0.0,0.0,5.6e-05,1.9e-05,0.333201,3.2e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.363636,7.976264,0.000387,0.000384,0.020659,0.015479,0.749268,0.003114,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.363636,28.017786,4.2e-05,4.2e-05,0.003203,0.001694,0.529047,0.001188,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.363636,48.041528,5e-06,5e-06,0.00045,0.000184,0.408873,0.000221,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.363636,68.046121,0.0,0.0,6e-05,2e-05,0.333188,3.4e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.454545,7.979287,0.000431,0.000428,0.023024,0.017251,0.749294,0.00347,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.454545,28.017732,4.7e-05,4.7e-05,0.003571,0.001889,0.52906,0.001324,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.454545,48.040113,5e-06,5e-06,0.000501,0.000205,0.408881,0.000246,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.454545,68.044445,1e-06,1e-06,6.7e-05,2.2e-05,0.333194,3.8e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.545455,7.976951,0.000497,0.000493,0.026534,0.019884,0.749387,0.003996,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.545455,28.012883,5.4e-05,5.4e-05,0.004116,0.002178,0.529106,0.001527,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.545455,48.034372,6e-06,6e-06,0.000578,0.000236,0.408908,0.000284,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.545455,68.038538,1e-06,1e-06,7.7e-05,2.6e-05,0.333212,4.4e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.636364,7.970832,0.000582,0.000578,0.031079,0.023294,0.749511,0.004677,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.636364,28.005058,6.4e-05,6.4e-05,0.004823,0.002552,0.529168,0.001788,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.636364,48.026429,7e-06,7e-06,0.000677,0.000277,0.408945,0.000332,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.636364,68.030583,1e-06,1e-06,9e-05,3e-05,0.333237,5.1e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.727273,7.964257,0.000681,0.000676,0.036315,0.027223,0.749641,0.00546,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.727273,27.996106,7.5e-05,7.5e-05,0.005636,0.002983,0.529233,0.00209,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.727273,48.017955,8e-06,8e-06,0.000791,0.000324,0.408984,0.000389,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.727273,68.022228,1e-06,1e-06,0.000105,3.5e-05,0.333262,6e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.818182,7.964852,0.000783,0.000778,0.04179,0.031333,0.749766,0.006278,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.818182,27.987534,8.6e-05,8.6e-05,0.006487,0.003433,0.529295,0.002405,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.818182,48.009769,9e-06,9e-06,0.000911,0.000372,0.409021,0.000447,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.818182,68.014197,1e-06,1e-06,0.000121,4e-05,0.333287,6.9e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.909091,8.019407,0.000883,0.000885,0.047124,0.035338,0.749884,0.007074,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.909091,27.981837,9.7e-05,9.7e-05,0.007315,0.003872,0.529354,0.002711,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.909091,48.002074,1.1e-05,1.1e-05,0.001027,0.00042,0.409057,0.000504,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.909091,68.00657,1e-06,1e-06,0.000137,4.6e-05,0.333311,7.7e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,1.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,1.0,8.005759,0.00098,0.000981,0.052268,0.039201,0.75,0.00784,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,1.0,27.997203,0.000107,0.000107,0.008092,0.004284,0.529412,0.002999,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,1.0,47.918963,1.2e-05,1.2e-05,0.001138,0.000465,0.409091,0.000558,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,1.0,67.999059,1e-06,1e-06,0.000151,5e-05,0.333333,8.6e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.0,2.935306,0.000221,0.000259,0.012873,0.011034,0.857147,0.000552,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.0,22.482826,2.6e-05,2.6e-05,0.002114,0.001312,0.6207,0.00059,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.0,42.495504,3e-06,3e-06,0.000292,0.000142,0.486493,0.000121,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.0,62.498251,0.0,0.0,3.9e-05,1.5e-05,0.400004,1.9e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.090909,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.090909,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.090909,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.090909,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.090909,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.090909,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.090909,2.948376,0.000215,0.000252,0.012549,0.010752,0.856822,0.000542,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.090909,22.502848,2.6e-05,2.6e-05,0.002056,0.001276,0.620528,0.000575,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.090909,42.515558,3e-06,3e-06,0.000284,0.000138,0.486387,0.000118,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.090909,62.518309,0.0,0.0,3.7e-05,1.5e-05,0.399933,1.9e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.181818,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.181818,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.181818,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.181818,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.181818,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.181818,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.181818,2.958923,0.000214,0.00025,0.012498,0.010705,0.85656,0.000543,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.181818,22.519293,2.5e-05,2.5e-05,0.002045,0.001268,0.620389,0.000572,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.181818,42.531883,3e-06,3e-06,0.000283,0.000138,0.486302,0.000117,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.181818,62.534608,0.0,0.0,3.7e-05,1.5e-05,0.399875,1.9e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.272727,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.272727,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.272727,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.272727,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.272727,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.272727,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.272727,2.9662,0.000219,0.000255,0.01278,0.010945,0.856382,0.000557,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.272727,22.53086,2.6e-05,2.6e-05,0.002088,0.001295,0.620294,0.000584,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.272727,42.543137,3e-06,3e-06,0.000289,0.00014,0.486243,0.00012,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.272727,62.545793,0.0,0.0,3.8e-05,1.5e-05,0.399835,1.9e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.363636,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.363636,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.363636,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.363636,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.363636,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.363636,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.363636,2.969703,0.000231,0.000269,0.013492,0.011553,0.856301,0.00059,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.363636,22.536632,2.7e-05,2.7e-05,0.002204,0.001367,0.62025,0.000616,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.363636,42.548401,3e-06,3e-06,0.000305,0.000148,0.486216,0.000126,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.363636,62.550948,0.0,0.0,4e-05,1.6e-05,0.399817,2e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.454545,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.454545,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.454545,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.454545,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.454545,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.454545,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.454545,2.969386,0.000253,0.000294,0.014757,0.012637,0.856318,0.000645,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.454545,22.536479,3e-05,3e-05,0.002411,0.001495,0.620258,0.000674,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.454545,42.547637,3e-06,3e-06,0.000334,0.000162,0.486221,0.000138,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.454545,62.550052,0.0,0.0,4.4e-05,1.8e-05,0.39982,2.2e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.545455,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.545455,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.545455,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.545455,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.545455,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.545455,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.545455,2.965847,0.000286,0.000333,0.016678,0.014284,0.856413,0.000727,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.545455,22.531357,3.4e-05,3.4e-05,0.002727,0.001691,0.620307,0.000763,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.545455,42.542,4e-06,4e-06,0.000377,0.000183,0.486251,0.000156,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.545455,62.544306,0.0,0.0,5e-05,2e-05,0.399841,2.5e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.636364,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.636364,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.636364,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.636364,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.636364,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.636364,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.636364,2.960239,0.00033,0.000385,0.019254,0.016492,0.856552,0.000837,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.636364,22.523067,3.9e-05,3.9e-05,0.00315,0.001954,0.62038,0.000881,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.636364,42.533496,4e-06,4e-06,0.000436,0.000212,0.486296,0.00018,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.636364,62.53576,0.0,0.0,5.7e-05,2.3e-05,0.399871,2.9e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.727273,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.727273,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.727273,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.727273,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.727273,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.727273,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.727273,2.953917,0.000382,0.000447,0.022322,0.019124,0.856706,0.000966,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.727273,22.513481,4.5e-05,4.5e-05,0.003656,0.002268,0.620461,0.001022,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.727273,42.524025,5e-06,5e-06,0.000506,0.000246,0.486346,0.000209,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.727273,62.526323,1e-06,1e-06,6.7e-05,2.7e-05,0.399905,3.3e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.818182,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.818182,2.948399,0.000439,0.000514,0.025608,0.021942,0.856857,0.001105,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.818182,22.503931,5.2e-05,5.2e-05,0.004198,0.002605,0.62054,0.001173,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.818182,42.514676,6e-06,6e-06,0.000581,0.000282,0.486394,0.00024,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.818182,62.517045,1e-06,1e-06,7.7e-05,3.1e-05,0.399938,3.8e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,0.909091,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,0.909091,2.949303,0.000494,0.000581,0.028844,0.024719,0.857002,0.00124,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,0.909091,22.495504,5.9e-05,5.9e-05,0.004732,0.002937,0.620616,0.001322,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,0.909091,42.505756,6e-06,6e-06,0.000655,0.000318,0.486441,0.000271,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,0.909091,62.508168,1e-06,1e-06,8.6e-05,3.5e-05,0.399969,4.3e-05,0.105,500,300,50,0.1,0.105,10,1
-100.0,-100.0,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-77.777778,-77.777778,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-55.555556,-55.555556,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-33.333333,-33.333333,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
-11.111111,-11.111111,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
11.111111,11.111111,1.0,,,,,,,,0.105,500,300,50,0.1,0.105,10,1
33.333333,33.333333,1.0,2.713633,0.0006,0.000651,0.035003,0.030002,0.857143,0.0015,0.105,500,300,50,0.1,0.105,10,1
55.555556,55.555556,1.0,22.499037,6.5e-05,6.5e-05,0.005234,0.003249,0.62069,0.001462,0.105,500,300,50,0.1,0.105,10,1
77.777778,77.777778,1.0,42.442055,7e-06,7e-06,0.000725,0.000353,0.486486,0.0003,0.105,500,300,50,0.1,0.105,10,1
100.0,100.0,1.0,62.479245,1e-06,1e-06,9.5e-05,3.8e-05,0.4,4.8e-05,0.105,500,300,50,0.1,0.105,10,1
